week,week_start,sku,demand
100,2026-05-25,BED-004,70
101,2026-06-01,BED-004,71
102,2026-06-08,BED-004,95
103,2026-06-15,BED-004,86
104,2026-06-22,BED-004,73
1,2024-07-01,BED-005,18
2,2024-07-08,BED-005,25
3,2024-07-15,BED-005,26
4,2024-07-22,BED-005,24
5,2024-07-29,BED-005,20
6,2024-08-05,BED-005,21
7,2024-08-12,BED-005,19
8,2024-08-19,BED-005,24
9,2024-08-26,BED-005,26
10,2024-09-02,BED-005,27
11,2024-09-09,BED-005,21
12,2024-09-16,BED-005,24
13,2024-09-23,BED-005,25
14,2024-09-30,BED-005,21
15,2024-10-07,BED-005,22
16,2024-10-14,BED-005,29
17,2024-10-21,BED-005,23
18,2024-10-28,BED-005,25
19,2024-11-04,BED-005,21
20,2024-11-11,BED-005,22
21,2024-11-18,BED-005,17
22,2024-11-25,BED-005,22
23,2024-12-02,BED-005,25
24,2024-12-09,BED-005,28
25,2024-12-16,BED-005,25
26,2024-12-23,BED-005,23
27,2024-12-30,BED-005,21
28,2025-01-06,BED-005,19
29,2025-01-13,BED-005,20
30,2025-01-20,BED-005,23
31,2025-01-27,BED-005,18
32,2025-02-03,BED-005,23
33,2025-02-10,BED-005,18
34,2025-02-17,BED-005,15
35,2025-02-24,BED-005,17
36,2025-03-03,BED-005,15
37,2025-03-10,BED-005,16
38,2025-03-17,BED-005,23
39,2025-03-24,BED-005,19
40,2025-03-31,BED-005,20
41,2025-04-07,BED-005,23
42,2025-04-14,BED-005,23
43,2025-04-21,BED-005,18
44,2025-04-28,BED-005,23
45,2025-05-05,BED-005,20
46,2025-05-12,BED-005,19
47,2025-05-19,BED-005,20
48,2025-05-26,BED-005,15
49,2025-06-02,BED-005,16
50,2025-06-09,BED-005,18
51,2025-06-16,BED-005,20
52,2025-06-23,BED-005,17
53,2025-06-30,BED-005,18
54,2025-07-07,BED-005,20
55,2025-07-14,BED-005,21
56,2025-07-21,BED-005,19
57,2025-07-28,BED-005,21
58,2025-08-04,BED-005,16
59,2025-08-11,BED-005,16
60,2025-08-18,BED-005,18
61,2025-08-25,BED-005,16
62,2025-09-01,BED-005,16
63,2025-09-08,BED-005,21
64,2025-09-15,BED-005,16
65,2025-09-22,BED-005,14
66,2025-09-29,BED-005,17
67,2025-10-06,BED-005,20
68,2025-10-13,BED-005,16
69,2025-10-20,BED-005,19
70,2025-10-27,BED-005,15
71,2025-11-03,BED-005,15
72,2025-11-10,BED-005,14
73,2025-11-17,BED-005,15
74,2025-11-24,BED-005,19
75,2025-12-01,BED-005,13
76,2025-12-08,BED-005,19
77,2025-12-15,BED-005,13
78,2025-12-22,BED-005,14
79,2025-12-29,BED-005,16
80,2026-01-05,BED-005,16
81,2026-01-12,BED-005,15
82,2026-01-19,BED-005,11
83,2026-01-26,BED-005,15
84,2026-02-02,BED-005,12
85,2026-02-09,BED-005,19
86,2026-02-16,BED-005,13
87,2026-02-23,BED-005,14
88,2026-03-02,BED-005,11
89,2026-03-09,BED-005,13
90,2026-03-16,BED-005,11
91,2026-03-23,BED-005,15
92,2026-03-30,BED-005,13
93,2026-04-06,BED-005,14
94,2026-04-13,BED-005,12
95,2026-04-20,BED-005,12
96,2026-04-27,BED-005,15
97,2026-05-04,BED-005,11
98,2026-05-11,BED-005,9
99,2026-05-18,BED-005,13
100,2026-05-25,BED-005,10
101,2026-06-01,BED-005,11
102,2026-06-08,BED-005,13
103,2026-06-15,BED-005,10
104,2026-06-22,BED-005,13
1,2024-07-01,BED-006,36
2,2024-07-08,BED-006,35
3,2024-07-15,BED-006,28
4,2024-07-22,BED-006,29
5,2024-07-29,BED-006,27
6,2024-08-05,BED-006,31
7,2024-08-12,BED-006,35
8,2024-08-19,BED-006,24
9,2024-08-26,BED-006,34
10,2024-09-02,BED-006,25
11,2024-09-09,BED-006,27
12,2024-09-16,BED-006,23
13,2024-09-23,BED-006,39
14,2024-09-30,BED-006,30
15,2024-10-07,BED-006,31
16,2024-10-14,BED-006,27
17,2024-10-21,BED-006,34
18,2024-10-28,BED-006,22
19,2024-11-04,BED-006,30
20,2024-11-11,BED-006,39
21,2024-11-18,BED-006,28
22,2024-11-25,BED-006,30
23,2024-12-02,BED-006,33
24,2024-12-09,BED-006,27
25,2024-12-16,BED-006,30
26,2024-12-23,BED-006,34
27,2024-12-30,BED-006,31
28,2025-01-06,BED-006,31
29,2025-01-13,BED-006,29
30,2025-01-20,BED-006,31
31,2025-01-27,BED-006,30
32,2025-02-03,BED-006,36
33,2025-02-10,BED-006,33
34,2025-02-17,BED-006,29
35,2025-02-24,BED-006,20
36,2025-03-03,BED-006,33
37,2025-03-10,BED-006,33
38,2025-03-17,BED-006,26
39,2025-03-24,BED-006,22
40,2025-03-31,BED-006,25
41,2025-04-07,BED-006,34
42,2025-04-14,BED-006,26
43,2025-04-21,BED-006,28
44,2025-04-28,BED-006,31
45,2025-05-05,BED-006,35
46,2025-05-12,BED-006,30
47,2025-05-19,BED-006,30
48,2025-05-26,BED-006,28
49,2025-06-02,BED-006,37
50,2025-06-09,BED-006,34
51,2025-06-16,BED-006,30
52,2025-06-23,BED-006,24
53,2025-06-30,BED-006,27
54,2025-07-07,BED-006,32
55,2025-07-14,BED-006,27
56,2025-07-21,BED-006,34
57,2025-07-28,BED-006,31
58,2025-08-04,BED-006,31
59,2025-08-11,BED-006,33
60,2025-08-18,BED-006,32
61,2025-08-25,BED-006,27
62,2025-09-01,BED-006,29
63,2025-09-08,BED-006,39
64,2025-09-15,BED-006,25
65,2025-09-22,BED-006,28
66,2025-09-29,BED-006,34
67,2025-10-06,BED-006,29
68,2025-10-13,BED-006,27
69,2025-10-20,BED-006,25
70,2025-10-27,BED-006,32
71,2025-11-03,BED-006,34
72,2025-11-10,BED-006,36
73,2025-11-17,BED-006,30
74,2025-11-24,BED-006,34
75,2025-12-01,BED-006,26
76,2025-12-08,BED-006,31
77,2025-12-15,BED-006,27
78,2025-12-22,BED-006,31
79,2025-12-29,BED-006,33
80,2026-01-05,BED-006,34
81,2026-01-12,BED-006,26
82,2026-01-19,BED-006,35
83,2026-01-26,BED-006,28
84,2026-02-02,BED-006,26
85,2026-02-09,BED-006,29
86,2026-02-16,BED-006,24
87,2026-02-23,BED-006,30
88,2026-03-02,BED-006,31
89,2026-03-09,BED-006,29
90,2026-03-16,BED-006,32
91,2026-03-23,BED-006,29
92,2026-03-30,BED-006,30
93,2026-04-06,BED-006,24
94,2026-04-13,BED-006,30
95,2026-04-20,BED-006,27
96,2026-04-27,BED-006,28
97,2026-05-04,BED-006,30
98,2026-05-11,BED-006,31
99,2026-05-18,BED-006,23
100,2026-05-25,BED-006,24
101,2026-06-01,BED-006,29
102,2026-06-08,BED-006,32
103,2026-06-15,BED-006,31
104,2026-06-22,BED-006,34
1,2024-07-01,BED-007,29
2,2024-07-08,BED-007,25
3,2024-07-15,BED-007,17
4,2024-07-22,BED-007,18
5,2024-07-29,BED-007,22
6,2024-08-05,BED-007,27
7,2024-08-12,BED-007,27
8,2024-08-19,BED-007,25
9,2024-08-26,BED-007,24
10,2024-09-02,BED-007,30
11,2024-09-09,BED-007,27
12,2024-09-16,BED-007,27
13,2024-09-23,BED-007,27
14,2024-09-30,BED-007,21
15,2024-10-07,BED-007,17
16,2024-10-14,BED-007,29
17,2024-10-21,BED-007,28
18,2024-10-28,BED-007,23
19,2024-11-04,BED-007,22
20,2024-11-11,BED-007,42
21,2024-11-18,BED-007,19
22,2024-11-25,BED-007,23
23,2024-12-02,BED-007,27
24,2024-12-09,BED-007,17
25,2024-12-16,BED-007,26
26,2024-12-23,BED-007,38
27,2024-12-30,BED-007,32
28,2025-01-06,BED-007,30
29,2025-01-13,BED-007,29
30,2025-01-20,BED-007,26
31,2025-01-27,BED-007,32
32,2025-02-03,BED-007,24
33,2025-02-10,BED-007,22
34,2025-02-17,BED-007,26
35,2025-02-24,BED-007,32
36,2025-03-03,BED-007,27
37,2025-03-10,BED-007,30
38,2025-03-17,BED-007,10
39,2025-03-24,BED-007,34
40,2025-03-31,BED-007,42
41,2025-04-07,BED-007,35
42,2025-04-14,BED-007,23
43,2025-04-21,BED-007,19
44,2025-04-28,BED-007,27
45,2025-05-05,BED-007,18
46,2025-05-12,BED-007,30
47,2025-05-19,BED-007,21
48,2025-05-26,BED-007,32
49,2025-06-02,BED-007,35
50,2025-06-09,BED-007,10
51,2025-06-16,BED-007,27
52,2025-06-23,BED-007,20
53,2025-06-30,BED-007,15
54,2025-07-07,BED-007,20
55,2025-07-14,BED-007,23
56,2025-07-21,BED-007,33
57,2025-07-28,BED-007,14
58,2025-08-04,BED-007,33
59,2025-08-11,BED-007,40
60,2025-08-18,BED-007,29
61,2025-08-25,BED-007,29
62,2025-09-01,BED-007,25
63,2025-09-08,BED-007,16
64,2025-09-15,BED-007,29
65,2025-09-22,BED-007,28
66,2025-09-29,BED-007,30
67,2025-10-06,BED-007,44
68,2025-10-13,BED-007,30
69,2025-10-20,BED-007,28
70,2025-10-27,BED-007,36
71,2025-11-03,BED-007,15
72,2025-11-10,BED-007,17
73,2025-11-17,BED-007,22
74,2025-11-24,BED-007,20
75,2025-12-01,BED-007,30
76,2025-12-08,BED-007,23
77,2025-12-15,BED-007,38
78,2025-12-22,BED-007,36
79,2025-12-29,BED-007,31
80,2026-01-05,BED-007,22
81,2026-01-12,BED-007,30
82,2026-01-19,BED-007,31
83,2026-01-26,BED-007,17
84,2026-02-02,BED-007,28
85,2026-02-09,BED-007,30
86,2026-02-16,BED-007,27
87,2026-02-23,BED-007,36
88,2026-03-02,BED-007,34
89,2026-03-09,BED-007,19
90,2026-03-16,BED-007,26
91,2026-03-23,BED-007,19
92,2026-03-30,BED-007,29
93,2026-04-06,BED-007,19
94,2026-04-13,BED-007,32
95,2026-04-20,BED-007,28
96,2026-04-27,BED-007,32
97,2026-05-04,BED-007,24
98,2026-05-11,BED-007,14
99,2026-05-18,BED-007,38
100,2026-05-25,BED-007,24
101,2026-06-01,BED-007,35
102,2026-06-08,BED-007,28
103,2026-06-15,BED-007,30
104,2026-06-22,BED-007,38
1,2024-07-01,BED-008,8
2,2024-07-08,BED-008,6
3,2024-07-15,BED-008,6
4,2024-07-22,BED-008,9
5,2024-07-29,BED-008,6
6,2024-08-05,BED-008,10
7,2024-08-12,BED-008,8
8,2024-08-19,BED-008,7
9,2024-08-26,BED-008,8
10,2024-09-02,BED-008,9
11,2024-09-09,BED-008,10
12,2024-09-16,BED-008,8
13,2024-09-23,BED-008,8
14,2024-09-30,BED-008,9
15,2024-10-07,BED-008,4
16,2024-10-14,BED-008,5
17,2024-10-21,BED-008,9
18,2024-10-28,BED-008,5
19,2024-11-04,BED-008,10
20,2024-11-11,BED-008,4
21,2024-11-18,BED-008,9
22,2024-11-25,BED-008,6
23,2024-12-02,BED-008,5
24,2024-12-09,BED-008,7
25,2024-12-16,BED-008,2
26,2024-12-23,BED-008,8
27,2024-12-30,BED-008,6
28,2025-01-06,BED-008,11
29,2025-01-13,BED-008,7
30,2025-01-20,BED-008,7
31,2025-01-27,BED-008,4
32,2025-02-03,BED-008,8
33,2025-02-10,BED-008,7
34,2025-02-17,BED-008,3
35,2025-02-24,BED-008,10
36,2025-03-03,BED-008,5
37,2025-03-10,BED-008,6
38,2025-03-17,BED-008,11
39,2025-03-24,BED-008,11
40,2025-03-31,BED-008,4
41,2025-04-07,BED-008,12
42,2025-04-14,BED-008,16
43,2025-04-21,BED-008,7
44,2025-04-28,BED-008,12
45,2025-05-05,BED-008,14
46,2025-05-12,BED-008,8
47,2025-05-19,BED-008,12
48,2025-05-26,BED-008,7
49,2025-06-02,BED-008,3
50,2025-06-09,BED-008,3
51,2025-06-16,BED-008,8
52,2025-06-23,BED-008,6
53,2025-06-30,BED-008,6
54,2025-07-07,BED-008,8
55,2025-07-14,BED-008,9
56,2025-07-21,BED-008,8
57,2025-07-28,BED-008,10
58,2025-08-04,BED-008,5
59,2025-08-11,BED-008,7
60,2025-08-18,BED-008,4
61,2025-08-25,BED-008,5
62,2025-09-01,BED-008,8
63,2025-09-08,BED-008,7
64,2025-09-15,BED-008,6
65,2025-09-22,BED-008,14
66,2025-09-29,BED-008,9
67,2025-10-06,BED-008,11
68,2025-10-13,BED-008,13
69,2025-10-20,BED-008,13
70,2025-10-27,BED-008,6
71,2025-11-03,BED-008,11
72,2025-11-10,BED-008,6
73,2025-11-17,BED-008,12
74,2025-11-24,BED-008,5
75,2025-12-01,BED-008,4
76,2025-12-08,BED-008,7
77,2025-12-15,BED-008,11
78,2025-12-22,BED-008,9
79,2025-12-29,BED-008,6
80,2026-01-05,BED-008,9
81,2026-01-12,BED-008,11
82,2026-01-19,BED-008,10
83,2026-01-26,BED-008,9
84,2026-02-02,BED-008,4
85,2026-02-09,BED-008,7
86,2026-02-16,BED-008,11
87,2026-02-23,BED-008,7
88,2026-03-02,BED-008,11
89,2026-03-09,BED-008,9
90,2026-03-16,BED-008,14
91,2026-03-23,BED-008,8
92,2026-03-30,BED-008,7
93,2026-04-06,BED-008,10
94,2026-04-13,BED-008,10
95,2026-04-20,BED-008,8
96,2026-04-27,BED-008,10
97,2026-05-04,BED-008,3
98,2026-05-11,BED-008,12
99,2026-05-18,BED-008,7
100,2026-05-25,BED-008,6
101,2026-06-01,BED-008,4
102,2026-06-08,BED-008,5
103,2026-06-15,BED-008,11
104,2026-06-22,BED-008,7
1,2024-07-01,BED-009,26
2,2024-07-08,BED-009,33
3,2024-07-15,BED-009,31
4,2024-07-22,BED-009,27
5,2024-07-29,BED-009,38
6,2024-08-05,BED-009,31
7,2024-08-12,BED-009,28
8,2024-08-19,BED-009,30
9,2024-08-26,BED-009,32
10,2024-09-02,BED-009,33
11,2024-09-09,BED-009,31
12,2024-09-16,BED-009,33
13,2024-09-23,BED-009,34
14,2024-09-30,BED-009,23
15,2024-10-07,BED-009,26
16,2024-10-14,BED-009,24
17,2024-10-21,BED-009,28
18,2024-10-28,BED-009,33
19,2024-11-04,BED-009,30
20,2024-11-11,BED-009,23
21,2024-11-18,BED-009,26
22,2024-11-25,BED-009,30
23,2024-12-02,BED-009,25
24,2024-12-09,BED-009,26
25,2024-12-16,BED-009,27
26,2024-12-23,BED-009,19
27,2024-12-30,BED-009,29
28,2025-01-06,BED-009,27
29,2025-01-13,BED-009,28
30,2025-01-20,BED-009,22
31,2025-01-27,BED-009,23
32,2025-02-03,BED-009,23
33,2025-02-10,BED-009,26
34,2025-02-17,BED-009,25
35,2025-02-24,BED-009,25
36,2025-03-03,BED-009,31
37,2025-03-10,BED-009,29
38,2025-03-17,BED-009,22
39,2025-03-24,BED-009,22
40,2025-03-31,BED-009,30
41,2025-04-07,BED-009,23
42,2025-04-14,BED-009,28
43,2025-04-21,BED-009,29
44,2025-04-28,BED-009,22
45,2025-05-05,BED-009,22
46,2025-05-12,BED-009,23
47,2025-05-19,BED-009,20
48,2025-05-26,BED-009,20
49,2025-06-02,BED-009,21
50,2025-06-09,BED-009,25
51,2025-06-16,BED-009,21
52,2025-06-23,BED-009,21
53,2025-06-30,BED-009,21
54,2025-07-07,BED-009,18
55,2025-07-14,BED-009,26
56,2025-07-21,BED-009,14
57,2025-07-28,BED-009,19
58,2025-08-04,BED-009,23
59,2025-08-11,BED-009,17
60,2025-08-18,BED-009,23
61,2025-08-25,BED-009,24
62,2025-09-01,BED-009,18
63,2025-09-08,BED-009,21
64,2025-09-15,BED-009,17
65,2025-09-22,BED-009,22
66,2025-09-29,BED-009,20
67,2025-10-06,BED-009,20
68,2025-10-13,BED-009,24
69,2025-10-20,BED-009,21
70,2025-10-27,BED-009,23
71,2025-11-03,BED-009,21
72,2025-11-10,BED-009,16
73,2025-11-17,BED-009,20
74,2025-11-24,BED-009,20
75,2025-12-01,BED-009,15
76,2025-12-08,BED-009,22
77,2025-12-15,BED-009,19
78,2025-12-22,BED-009,19
79,2025-12-29,BED-009,16
80,2026-01-05,BED-009,18
81,2026-01-12,BED-009,19
82,2026-01-19,BED-009,17
83,2026-01-26,BED-009,18
84,2026-02-02,BED-009,12
85,2026-02-09,BED-009,20
86,2026-02-16,BED-009,14
87,2026-02-23,BED-009,12
88,2026-03-02,BED-009,14
89,2026-03-09,BED-009,15
90,2026-03-16,BED-009,18
91,2026-03-23,BED-009,14
92,2026-03-30,BED-009,17
93,2026-04-06,BED-009,14
94,2026-04-13,BED-009,21
95,2026-04-20,BED-009,17
96,2026-04-27,BED-009,20
97,2026-05-04,BED-009,13
98,2026-05-11,BED-009,17
99,2026-05-18,BED-009,13
100,2026-05-25,BED-009,16
101,2026-06-01,BED-009,16
102,2026-06-08,BED-009,11
103,2026-06-15,BED-009,12
104,2026-06-22,BED-009,12
1,2024-07-01,ELE-001,31
2,2024-07-08,ELE-001,30
3,2024-07-15,ELE-001,28
4,2024-07-22,ELE-001,36
5,2024-07-29,ELE-001,38
6,2024-08-05,ELE-001,28
7,2024-08-12,ELE-001,32
8,2024-08-19,ELE-001,35
9,2024-08-26,ELE-001,34
10,2024-09-02,ELE-001,31
11,2024-09-09,ELE-001,39
12,2024-09-16,ELE-001,39
13,2024-09-23,ELE-001,39
14,2024-09-30,ELE-001,34
15,2024-10-07,ELE-001,45
16,2024-10-14,ELE-001,44
17,2024-10-21,ELE-001,33
18,2024-10-28,ELE-001,34
19,2024-11-04,ELE-001,41
20,2024-11-11,ELE-001,31
21,2024-11-18,ELE-001,37
22,2024-11-25,ELE-001,35
23,2024-12-02,ELE-001,31
24,2024-12-09,ELE-001,34
25,2024-12-16,ELE-001,27
26,2024-12-23,ELE-001,32
27,2024-12-30,ELE-001,25
28,2025-01-06,ELE-001,47
29,2025-01-13,ELE-001,43
30,2025-01-20,ELE-001,41
31,2025-01-27,ELE-001,37
32,2025-02-03,ELE-001,40
33,2025-02-10,ELE-001,42
34,2025-02-17,ELE-001,40
35,2025-02-24,ELE-001,40
36,2025-03-03,ELE-001,30
37,2025-03-10,ELE-001,37
38,2025-03-17,ELE-001,32
39,2025-03-24,ELE-001,29
40,2025-03-31,ELE-001,29
41,2025-04-07,ELE-001,37
42,2025-04-14,ELE-001,40
43,2025-04-21,ELE-001,28
44,2025-04-28,ELE-001,44
45,2025-05-05,ELE-001,43
46,2025-05-12,ELE-001,33
47,2025-05-19,ELE-001,33
48,2025-05-26,ELE-001,35
49,2025-06-02,ELE-001,40
50,2025-06-09,ELE-001,33
51,2025-06-16,ELE-001,29
52,2025-06-23,ELE-001,37
53,2025-06-30,ELE-001,24
54,2025-07-07,ELE-001,36
55,2025-07-14,ELE-001,41
56,2025-07-21,ELE-001,37
57,2025-07-28,ELE-001,39
58,2025-08-04,ELE-001,38
59,2025-08-11,ELE-001,39
60,2025-08-18,ELE-001,36
61,2025-08-25,ELE-001,31
62,2025-09-01,ELE-001,34
63,2025-09-08,ELE-001,35
64,2025-09-15,ELE-001,42
65,2025-09-22,ELE-001,43
66,2025-09-29,ELE-001,37
67,2025-10-06,ELE-001,31
68,2025-10-13,ELE-001,31
69,2025-10-20,ELE-001,34
70,2025-10-27,ELE-001,42
71,2025-11-03,ELE-001,37
72,2025-11-10,ELE-001,35
73,2025-11-17,ELE-001,31
74,2025-11-24,ELE-001,40
75,2025-12-01,ELE-001,36
76,2025-12-08,ELE-001,35
77,2025-12-15,ELE-001,36
78,2025-12-22,ELE-001,44
79,2025-12-29,ELE-001,34
80,2026-01-05,ELE-001,44
81,2026-01-12,ELE-001,41
82,2026-01-19,ELE-001,35
83,2026-01-26,ELE-001,40
84,2026-02-02,ELE-001,34
85,2026-02-09,ELE-001,31
86,2026-02-16,ELE-001,34
87,2026-02-23,ELE-001,30
88,2026-03-02,ELE-001,38
89,2026-03-09,ELE-001,35
90,2026-03-16,ELE-001,38
91,2026-03-23,ELE-001,39
92,2026-03-30,ELE-001,19
93,2026-04-06,ELE-001,37
94,2026-04-13,ELE-001,26
95,2026-04-20,ELE-001,36
96,2026-04-27,ELE-001,30
97,2026-05-04,ELE-001,36
98,2026-05-11,ELE-001,42
99,2026-05-18,ELE-001,26
100,2026-05-25,ELE-001,36
101,2026-06-01,ELE-001,35
102,2026-06-08,ELE-001,25
103,2026-06-15,ELE-001,38
104,2026-06-22,ELE-001,35
1,2024-07-01,ELE-002,31
2,2024-07-08,ELE-002,80
3,2024-07-15,ELE-002,35
4,2024-07-22,ELE-002,18
5,2024-07-29,ELE-002,28
6,2024-08-05,ELE-002,35
7,2024-08-12,ELE-002,35
8,2024-08-19,ELE-002,39
9,2024-08-26,ELE-002,27
10,2024-09-02,ELE-002,47
11,2024-09-09,ELE-002,34
12,2024-09-16,ELE-002,23
13,2024-09-23,ELE-002,30
14,2024-09-30,ELE-002,35
15,2024-10-07,ELE-002,51
16,2024-10-14,ELE-002,46
17,2024-10-21,ELE-002,36
18,2024-10-28,ELE-002,40
19,2024-11-04,ELE-002,43
20,2024-11-11,ELE-002,65
21,2024-11-18,ELE-002,32
22,2024-11-25,ELE-002,46
23,2024-12-02,ELE-002,49
24,2024-12-09,ELE-002,28
25,2024-12-16,ELE-002,42
26,2024-12-23,ELE-002,42
27,2024-12-30,ELE-002,34
28,2025-01-06,ELE-002,47
29,2025-01-13,ELE-002,53
30,2025-01-20,ELE-002,54
31,2025-01-27,ELE-002,38
32,2025-02-03,ELE-002,42
33,2025-02-10,ELE-002,69
34,2025-02-17,ELE-002,26
35,2025-02-24,ELE-002,43
36,2025-03-03,ELE-002,51
37,2025-03-10,ELE-002,42
38,2025-03-17,ELE-002,48
39,2025-03-24,ELE-002,42
40,2025-03-31,ELE-002,49
41,2025-04-07,ELE-002,56
42,2025-04-14,ELE-002,37
43,2025-04-21,ELE-002,42
44,2025-04-28,ELE-002,39
45,2025-05-05,ELE-002,35
46,2025-05-12,ELE-002,40
47,2025-05-19,ELE-002,26
48,2025-05-26,ELE-002,49
49,2025-06-02,ELE-002,61
50,2025-06-09,ELE-002,61
51,2025-06-16,ELE-002,56
52,2025-06-23,ELE-002,28
53,2025-06-30,ELE-002,59
54,2025-07-07,ELE-002,31
55,2025-07-14,ELE-002,39
56,2025-07-21,ELE-002,63
57,2025-07-28,ELE-002,27
58,2025-08-04,ELE-002,50
59,2025-08-11,ELE-002,43
60,2025-08-18,ELE-002,38
61,2025-08-25,ELE-002,29
62,2025-09-01,ELE-002,45
63,2025-09-08,ELE-002,34
64,2025-09-15,ELE-002,53
65,2025-09-22,ELE-002,55
66,2025-09-29,ELE-002,23
67,2025-10-06,ELE-002,34
68,2025-10-13,ELE-002,36
69,2025-10-20,ELE-002,25
70,2025-10-27,ELE-002,26
71,2025-11-03,ELE-002,41
72,2025-11-10,ELE-002,37
73,2025-11-17,ELE-002,20
74,2025-11-24,ELE-002,33
75,2025-12-01,ELE-002,46
76,2025-12-08,ELE-002,25
77,2025-12-15,ELE-002,29
78,2025-12-22,ELE-002,60
79,2025-12-29,ELE-002,56
80,2026-01-05,ELE-002,20
81,2026-01-12,ELE-002,23
82,2026-01-19,ELE-002,45
83,2026-01-26,ELE-002,25
84,2026-02-02,ELE-002,37
85,2026-02-09,ELE-002,34
86,2026-02-16,ELE-002,47
87,2026-02-23,ELE-002,9
88,2026-03-02,ELE-002,13
89,2026-03-09,ELE-002,25
90,2026-03-16,ELE-002,53
91,2026-03-23,ELE-002,38
92,2026-03-30,ELE-002,19
93,2026-04-06,ELE-002,46
94,2026-04-13,ELE-002,49
95,2026-04-20,ELE-002,37
96,2026-04-27,ELE-002,36
97,2026-05-04,ELE-002,45
98,2026-05-11,ELE-002,55
99,2026-05-18,ELE-002,42
100,2026-05-25,ELE-002,47
101,2026-06-01,ELE-002,39
102,2026-06-08,ELE-002,35
103,2026-06-15,ELE-002,29
104,2026-06-22,ELE-002,43
1,2024-07-01,ELE-003,17
2,2024-07-08,ELE-003,18
3,2024-07-15,ELE-003,21
4,2024-07-22,ELE-003,20
5,2024-07-29,ELE-003,21
6,2024-08-05,ELE-003,15
7,2024-08-12,ELE-003,21
8,2024-08-19,ELE-003,18
9,2024-08-26,ELE-003,18
10,2024-09-02,ELE-003,18
11,2024-09-09,ELE-003,24
12,2024-09-16,ELE-003,23
13,2024-09-23,ELE-003,19
14,2024-09-30,ELE-003,18
15,2024-10-07,ELE-003,21
16,2024-10-14,ELE-003,20
17,2024-10-21,ELE-003,26
18,2024-10-28,ELE-003,17
19,2024-11-04,ELE-003,16
20,2024-11-11,ELE-003,21
21,2024-11-18,ELE-003,22
22,2024-11-25,ELE-003,23
23,2024-12-02,ELE-003,25
24,2024-12-09,ELE-003,30
25,2024-12-16,ELE-003,22
26,2024-12-23,ELE-003,22
27,2024-12-30,ELE-003,18
28,2025-01-06,ELE-003,25
29,2025-01-13,ELE-003,27
30,2025-01-20,ELE-003,23
31,2025-01-27,ELE-003,28
32,2025-02-03,ELE-003,25
33,2025-02-10,ELE-003,30
34,2025-02-17,ELE-003,26
35,2025-02-24,ELE-003,21
36,2025-03-03,ELE-003,23
37,2025-03-10,ELE-003,20
38,2025-03-17,ELE-003,19
39,2025-03-24,ELE-003,27
40,2025-03-31,ELE-003,29
41,2025-04-07,ELE-003,34
42,2025-04-14,ELE-003,26
43,2025-04-21,ELE-003,26
44,2025-04-28,ELE-003,23
45,2025-05-05,ELE-003,31
46,2025-05-12,ELE-003,29
47,2025-05-19,ELE-003,25
48,2025-05-26,ELE-003,30
49,2025-06-02,ELE-003,30
50,2025-06-09,ELE-003,21
51,2025-06-16,ELE-003,31
52,2025-06-23,ELE-003,29
53,2025-06-30,ELE-003,27
54,2025-07-07,ELE-003,27
55,2025-07-14,ELE-003,36
56,2025-07-21,ELE-003,36
57,2025-07-28,ELE-003,37
58,2025-08-04,ELE-003,25
59,2025-08-11,ELE-003,27
60,2025-08-18,ELE-003,34
61,2025-08-25,ELE-003,25
62,2025-09-01,ELE-003,28
63,2025-09-08,ELE-003,23
64,2025-09-15,ELE-003,39
65,2025-09-22,ELE-003,36
66,2025-09-29,ELE-003,33
67,2025-10-06,ELE-003,33
68,2025-10-13,ELE-003,30
69,2025-10-20,ELE-003,30
70,2025-10-27,ELE-003,35
71,2025-11-03,ELE-003,29
72,2025-11-10,ELE-003,38
73,2025-11-17,ELE-003,31
74,2025-11-24,ELE-003,29
75,2025-12-01,ELE-003,39
76,2025-12-08,ELE-003,33
77,2025-12-15,ELE-003,36
78,2025-12-22,ELE-003,32
79,2025-12-29,ELE-003,23
80,2026-01-05,ELE-003,37
81,2026-01-12,ELE-003,28
82,2026-01-19,ELE-003,40
83,2026-01-26,ELE-003,27
84,2026-02-02,ELE-003,26
85,2026-02-09,ELE-003,37
86,2026-02-16,ELE-003,38
87,2026-02-23,ELE-003,36
88,2026-03-02,ELE-003,30
89,2026-03-09,ELE-003,41
90,2026-03-16,ELE-003,29
91,2026-03-23,ELE-003,34
92,2026-03-30,ELE-003,33
93,2026-04-06,ELE-003,35
94,2026-04-13,ELE-003,42
95,2026-04-20,ELE-003,34
96,2026-04-27,ELE-003,41
97,2026-05-04,ELE-003,41
98,2026-05-11,ELE-003,29
99,2026-05-18,ELE-003,32
100,2026-05-25,ELE-003,36
101,2026-06-01,ELE-003,35
102,2026-06-08,ELE-003,40
103,2026-06-15,ELE-003,28
104,2026-06-22,ELE-003,43
1,2024-07-01,ELE-004,65
2,2024-07-08,ELE-004,58
3,2024-07-15,ELE-004,48
4,2024-07-22,ELE-004,61
5,2024-07-29,ELE-004,57
6,2024-08-05,ELE-004,67
7,2024-08-12,ELE-004,62
8,2024-08-19,ELE-004,70
9,2024-08-26,ELE-004,60
10,2024-09-02,ELE-004,77
11,2024-09-09,ELE-004,44
12,2024-09-16,ELE-004,56
13,2024-09-23,ELE-004,71
14,2024-09-30,ELE-004,53
15,2024-10-07,ELE-004,75
16,2024-10-14,ELE-004,57
